index,公司,摘要,日期,媒体,强悲观,弱悲观,中性,弱乐观,强乐观
31911,陕西金融控股,2800亿农商行合并重组!秦农银行吸收合并鄠邑农商行、长安...2021年3月30日? 秦农银行股权结构极为分散，陕西渭河煤化工集团、陕西神木农商银行、陕西和谐投资、陕西金融控股集团分别持有该行8.68%股份，陕西府谷农商银行、金花投资控股,3月30日,新浪财经,0,0,0.3,0.6,0.1
31917,新余钢铁,新钢集团——江西十大企业之一(9)2021年9月17日? 新钢集团——江西十大企业之一(9)新余钢铁集团有限公司（简称新钢集团）是由新余钢铁有限责任公司整合洪都钢厂、乌石山铁矿之后更名。成立于1958年，是一家省属国有大型钢铁联合企,9月17日,果冻食客,0.05,0.1,0.7,0.1,0.05
31918,新余钢铁,"新钢2500m大高炉全国对标,再获“优胜”!这是新钢炼铁厂9#高炉自2018年以来，连续三年获得全国“优胜炉”称号。公司简介：新余钢铁集团有限公司是一家产能达千万吨的省属大型国有钢铁联合企业、江西省工业骨干企业。经过60余年的发展，已",,百家号,0.05,0.1,0.55,0.25,0.05
31919,新余钢铁,新余钢铁产业高质量发展实现新突破 - 金台资讯2021年1月14日? 此项技术的成功应用，使新余钢铁产业高质量发展实现了新的突破。新余因钢设市，钢铁是立市之本，经过60余年发展，钢铁产业已基本形成“铁矿石采选—炼铁—炼钢,1月14日,金台资讯,0,0,0.8,0.2,0
31920,新余钢铁,"五年大跨越,红土地上崛起“新”新钢 - 金台资讯2021年3月8日? 刚刚走过“十三五”收官之年，在碳达峰、碳中和等各类热词的不断升温中迈进“十四五”，对于全国人大代表、新余钢铁集团有限公司(以下简称“新钢”)党委书记、",3月8日,金台资讯,0,0,0.3,0.6,0.1
31921,新余钢铁,关于新钢公司螺纹钢生产许可证编号更换情况说明2021年12月29日? 关于新钢公司螺纹钢生产许可证编号更换情况说明 根据国家有关规定，螺纹钢生产许可证均由各省级市场监督管理局进行管理。因此新余钢铁股份有限公司的螺纹钢生产许可证于2021年9月2,12月29日,我的钢铁,0.05,0.1,0.7,0.1,0.05
31922,新余钢铁,重磅!宝武刘建荣任新余钢铁董事长!宝武旗下或再添千万吨级...2021年5月20日? 新余钢铁集团有限公司（以下简称新钢）是一家产能达千万吨的省属大型国有钢铁联合企业、江西省工业骨干企业。现有资产总值510亿元，在岗员工2.31万人，其中本科以上4472人，科研人,5月20日,人民资讯,0,0,0.9,0.1,0
31923,新余钢铁,中国一重轧线在线升级改造项目试车成功 - 人民资讯2021年8月20日? 近日，从新余钢铁现场传来喜讯，由中国一重大连工程技术有限公司工程总承包的新余钢铁1580毫米新增精轧立辊改造项目一次性热负荷试车成功。新余钢铁1580毫米新增精轧立辊改造项目工,8月20日,人民资讯,0,0,0.7,0.2,0.1
31924,新余钢铁,八家赣企跻身“2021中国企业500强”榜单 - 人民资讯2021年9月26日? 江西新闻客户端讯（江西日报记者郑荣林）9月25日，中国企业联合会、中国企业家协会发布“2021中国企业500强”榜单，我省江铜集团、江铃汽车集团、双胞胎集团、新余钢铁集团、晶科能,9月26日,百家号,0,0,0.8,0.15,0.05
31925,新余钢铁,"第五届“新余青年五四奖章”集体风采展示(六)——新余钢铁...2021年5月2日? 新余钢铁股份有限公司自动化部电讯车间数据通讯作业区
新钢公司自动化部电讯车间数据通讯作业区是一支以90后为主体的充满生机与活力的青年团队，主要负责新钢公",5月2日,澎湃新闻客户端,0,0.1,0.7,0.2,0
31926,新余钢铁,铸就党建“钢铁之魂” 深度融合助力转型 - 人民资讯2021年6月22日? 新余钢铁集团有限公司成立于1958年，是一家产能达千万吨的省属大型国有钢铁联合企业、江西省工业骨干企业。现有资产总值510亿元，在岗员工2.31万人，其中本科以上4472人，科研人员1,6月22日,人民资讯,0,0,1,0,0
31927,新余钢铁,安徽工业大学与新余钢铁集团有限公司签订产学研战略合作协议2021年5月17日? 校党委书记刘新跃、新余钢铁集团有限公司党委副书记、总经理管财堂出席仪式。科研处、校友处（基金会秘书处）、冶金工程学院等部门负责人以及新余钢铁集团有限公司相关部门负责人参,5月17日,高校之窗,0,0,0.3,0.6,0.1
31928,新余钢铁,8家赣企上榜!“2021中国企业500强”榜单发布 - 人民资讯在此次所发布榜单中，我省江铜集团、江铃汽车集团、双胞胎集团、新余钢铁集团、晶科能源、南昌市政公用集团、正邦科技、江西建工集团等8家企业上榜。值得一提的是，此次，由江西省企业联合会、江,,百家号,0,0,0.7,0.2,0.1
31929,新余钢铁,刘建荣任新余钢铁集团有限公司党委书记、董事长2021年5月18日? 5月18日，新余钢铁集团有限公司召开干部大会，江西省委组织部分管日常工作的副部长、省委老干部局局长肖洪波同志出席会议，宣布省委关于新余钢铁集团有限公司,5月18日,澎湃新闻客户端,0,0,0.8,0.1,0.1
31930,新余钢铁,"早安,地球村丨刘建荣任新钢集团公司党委书记、董事长 - 人...2021年5月19日? 4 5月18日，新余钢铁集团有限公司召开干部大会，省委组织部分管日常工作的副部长、省委老干部局局长肖洪波同志出席会议，宣布省委关于新余钢铁集团有限公司主要负责同志任职的决定",5月19日,人民资讯,0,0,0.9,0.1,0
31933,新余钢铁,"江西特大国企换帅,70后董事长将任市长,前年薪酬88万 - 不...2021年3月22日? 江西特大国企换帅，70后董事长将任市长，前年薪酬88万 【高管动态】在掌舵新钢股份大约4年半后，夏文勇宣布卸任董事长等一切职务。新余钢铁股份有限公司（简称新钢股份）3月22日晚",3月22日,不贰财经,0,0.1,0.7,0.15,0.05
31934,新余钢铁,新余钢铁集团有限公司主要负责同志调整 - 中国江西网新余钢铁集团有限公司主要负责同志调整 5月18日，新余钢铁集团有限公司召开干部大会，省委组织部分管日常工作的副部长、省委老干部局局长肖洪波同志出席会议，宣布省委关于新,5月18日,中国江西网,0.05,0.15,0.6,0.15,0.05
31935,新余钢铁,"国务院安委会督导检查江西钢厂:操作室竟设在铁水吊运影响...2021年7月11日? 次日,督导检查组赶往200多公里外,位于新余市的新余钢铁集团有限公司(下称新钢公司)。其官网显示,该公司2019年产钢942万吨,员工2.31万人,业务覆盖矿石采选、钢铁冶炼、钢材轧制、延",7月11日,澎湃新闻客户端,0.1,0.1,0.7,0.05,0.05
31936,新余钢铁,重庆钢铁董事长刘建荣跨省调任新余钢铁集团董事长 - 人民...2021年5月18日? 重庆钢铁董事长刘建荣跨省调任新余钢铁集团董事长 据中共江西省委组织部官方微信公众号“江西组工微讯”消息，5月18日，新余钢铁集团有限公司召开干部大会，省委组织部分管日常工作,5月18日,人民资讯,0,0,1,0,0
31937,新余钢铁,"湖南湖北本土企业不太发达,制造业300强数量不如江西河南和...2021年2月2日? 新余钢铁集团有限公司以651亿元排在第136位，晶科能源有限公司以565亿元排在第156位，江西济民可信集团有限公司以257亿元排在第294位，一共有7家企业进入300强。虽然上面列出来的四",2月2日,百家号,0.1,0.6,0.3,0,0
31938,新余钢铁,重庆钢铁董事长刘建荣调任新余钢铁集团董事长 - 读创2021年5月19日? 重庆钢铁董事长刘建荣调任新余钢铁集团董事长 据中共江西省委组织部官方微信公众号“江西组工微讯”消息，5月18日，新余钢铁集团有限公司召开干部大会，省委组,5月19日,读创,0,0,0.8,0.1,0.1
31939,新余钢铁,江西2名干部被双开|一地通报4起损害营商环境典型问题 - 江...2021年8月17日? 新余钢铁集团有限公司企业管理处原处长谢永根严重违纪违法被开除党籍、开除公职 日前，经江西省纪委省监委指定管辖，新余市纪委市监委对新余钢铁集团有限公司,8月17日,百家号,0.3,0.6,0.1,0,0
31940,新余钢铁,刘建荣任新余钢铁集团有限公司党委书记、董事长 - 北京日...2021年5月18日? 5月18日，新余钢铁集团有限公司召开干部大会，省委组织部分管日常工作的副部长、省委老干部局局长肖洪波同志出席会议，宣布省委关于新余钢铁集团有限公司主要负责同志任职的决定：,5月18日,北京日报客户端,0.05,0.15,0.7,0.05,0.05
31942,新余钢铁,"谁说冬天只有严寒,班组人用热情带来了温暖2021年12月8日? 近日,新余钢铁集团有限公司炼铁厂11#高炉工长班杨绪东收到一封热情洋溢的感谢信。家住新钢集团沁园村小区10栋1单元的一位80多岁出行不便的老人,因天气寒冷患上感冒,需要每天去医院",12月8日,百家号,0,0,0.7,0.2,0.1
31943,新余钢铁,2021中国企业500强榜单发布 江西8家企业上榜 - 人民资讯2021年9月26日? 其中，江铜集团“一马当先”，营收突破3300亿元大关，列68位；江铃汽车集团“一石三鸟”，入围三个榜单。在此次发布的榜单中，江铜集团、江铃汽车集团、双胞胎集团、新余钢铁集团、,9月26日,人民资讯,0,0,0.7,0.2,0.1
31948,新余钢铁,"20世纪50-90年代江西新余老照片2021年12月2日? 20世纪50-90年代江西新余，图为新余市中医院院长胡杰锋（右一）在水西乡姚家边村给农民治病。

20世纪50-90年代江西新余，图为江西新余钢铁总厂外景。1992年3月14日 刘继伍摄 20世",12月2日,百家号,0.05,0.1,0.75,0.05,0.05
31949,新余钢铁,激活企业技能人才“一池春水” - 中国江西网激活企业技能人才“一池春水”邹宇波 本报记者 胡光华 2019年11月，新余钢铁集团有限公司57名职工领到了盼望已久的职业技能等级证书。他们是我省开展企业职业技能等级自主认,,中国江西网,0,0,0.3,0.6,0.1
31951,新余钢铁,第五届“新余青年五四奖章”风采展示(一)——吴春红 - 澎...2021年4月25日? 从今天起，我们将在新余青年微信公众号集中展示荣获2021年第五届“新余青年五四奖章”的个人和集体的先进事迹。今天为大家介绍的是新余钢铁股份有限公司炼钢厂炼钢二车间副主任吴春,4月25日,澎湃新闻客户端,0,0,0.7,0.25,0.05
31952,新余钢铁,喜报!南昌高新区3家企业上榜中国企业500强 - 澎湃在线2021年9月26日? 双胞胎集团、新余钢铁集团、? 晶科能源、南昌市政公用集团、? 正邦科技、江西建工集团? 等8家企业上榜? 值得一提的是? 在此次所发布榜中? 南昌高新区占据3家? 分别是? 江西铜业集团,9月26日,百家号,0,0,0.3,0.6,0.1
31953,新余钢铁,"新钢股份:聘任廖鹏为公司副总经理,2020年5月至今任公司董...新钢股份（SH 600782，最新价：6.48元）4月19日晚间发布公告称，新余钢铁股份有限公司于2021年04月18日召开第八届董事会第十八次会议，审议通过了《关于聘任公司副总经理的议",4月19日,每日经济新闻,0,0.1,0.7,0.2,0
31957,新余钢铁,宝武刘建荣任新余钢铁董事长!宝武旗下或再添千万吨级钢企?...2021年5月20日? 上述简历还介绍，刘建荣在钢铁企业生产制造、经营管理及公司治理等方面拥有丰富经验。刘建荣1996年毕业于上海大学金属压力加工专业，后获得上海交通大学工业工,5月20日,全国能源信息平台,0,0.1,0.7,0.2,0
31959,新余钢铁,刘建荣任新余钢铁集团有限公司党委书记、董事长 - 人民资讯2021年5月18日? 江西组工微讯微信公众号消息，5月18日，新余钢铁集团有限公司召开干部大会，省委组织部分管日常工作的副部长、省委老干部局局长肖洪波同志出席会议，宣布省委关于新余钢铁集团有限,5月18日,人民资讯,0,0,0.8,0.1,0.1
31960,新余钢铁,刘建荣任新余钢铁集团有限公司党委书记、董事长 - 新浪财经2021年5月18日? 5月18日，新余钢铁集团有限公司召开干部大会，江西省委组织部分管日常工作的副部长、省委老干部局局长肖洪波同志出席会议，宣布省委关于新余钢铁集团有限公司,5月18日,新浪财经,0,0,0.9,0.1,0
31961,新余钢铁,刘建荣任新余钢铁集团有限公司党委书记、董事长 - 界面新闻2021年5月18日? 江西组工微讯微信公众号消息，5月18日，新余钢铁集团有限公司召开干部大会，省委组织部分管日常工作的副部长、省委老干部局局长肖洪波同志出席会议，宣布省委,5月18日,界面新闻,0.05,0.1,0.75,0.05,0.05
31962,新余钢铁,重庆钢铁董事长刘建荣跨省调任新余钢铁集团董事长 - 澎湃...2021年5月18日? 据中共江西省委组织部官方微信公众号“江西组工微讯”消息，5月18日，新余钢铁集团有限公司召开干部大会，省委组织部分管日常工作的副部长、省委老干部局局长,5月18日,澎湃新闻,0,0,0.8,0.1,0.1
31963,新余钢铁,八家赣企跻身“2021中国企业500强” - 金台资讯2021年10月6日? 八家赣企跻身“2021中国企业500强”近日，中国企业联合会、中国企业家协会发布“2021中国企业500强”榜单，我省江铜集团、江铃汽车集团、双胞胎集团、新余钢铁,10月6日,金台资讯,0,0,0.3,0.6,0.1
31964,新余钢铁,"激活企业技能人才“一池春水” - 人民资讯2019年11月,新余钢铁集团有限公司57名职工领到了盼望已久的职业技能等级证书。他们是我省开展企业职业技能等级自主认定试点以来的首批领证职工。近两年来,这项改革有什么新的进展?产生了怎样的效",,人民资讯,0.05,0.1,0.2,0.5,0.15
31965,红塔证券,"红塔证券起诉林奇子女追讨融资款 游族网络控制权转让尚未...2021年11月3日? 红塔证券认为,林奇持有的游族网络股票合计2.2亿股由其子女林小溪、林芮璟、林漓继承,林奇的妻子许芬芬为三被告的法定监护人;因林奇去世,《红塔证券股份有限公",11月3日,每日经济新闻,0.2,0.3,0.25,0.15,0.1
31966,红塔证券,偿债压力加大?红塔证券80亿配股获批 债券投资等风险曾遭问...2021年3月23日? 经查，该会发现红塔证券开展债券交易业务存在以下问题：一是信息系统化监控不到位，公司风控系统未设置关联交易额度风控阈值，资管业务通过手工台账审核回购利率偏离情况；二是债券,3月23日,新浪财经,0.6,0.3,0.1,0,0
31967,红塔证券,红塔证券:起诉追讨2.67亿元 代资管计划身陷多起诉讼2021年11月16日? 红塔证券在向法院提起的诉讼中请求确认公司对质押标的证券3541万股游族网络股票的折价、拍卖或变卖所得价款享有优先受偿权。截至最新收盘，游族网络的股价为15.95元/股，理应足以,11月16日,金融界,0.5,0.3,0.15,0.03,0.02
31968,红塔证券,红塔证券董事长李剑波辞职!任期内“目睹”股东“清仓”、...1月26日晚间，红塔证券披露《关于董事长辞职的公告》，显示，红塔证券股份有限公司（以下简称“公司”）董事会于 2021 年 1 月 25 日收到董事长李剑波先生提交的书面辞呈，因工作调整原因，李剑波,1月26日,和讯网,0.2,0.3,0.25,0.15,0.1
31969,红塔证券,业绩预增难挡股价领跌券商板块 红塔证券80亿配股获批可否...2021年2月22日? 2月1日晚，据证监会官网称，红塔证券的80亿配股申请获批。此前1月18日，在A股上市券商中，红塔证券股份有限公司（下称“红塔证券”，601236.SH）披露了2020年年度业绩预增公告：预,2月22日,新浪财经,0.2,0.3,0.25,0.15,0.1
31970,红塔证券,"红塔证券换帅,60后李剑波辞职,70后李石山即将掌舵,新掌门...财联社记者获悉，李剑波辞去红塔证券董事长等职务后，将由华士国董事暂代履行董事长职责。此后，“70后”李石山将正式接过李剑波帅印，成为红塔证券新任董事长，掌舵这家市值近600亿券商。因工作",,证券之星,0,0,0.7,0.2,0.1
31971,红塔证券,红塔证券“踩雷”“永煤债”:四只中债估值半年多均下降超6...仅半年时间，四只中债估值均下降超60%，红塔证券近日披露了关于“踩雷”“永煤债”的相关数据。截至2021年1月5日，该四只债券仍有5.25亿元本金未到期收回，而该四只债券的投,1月5日,和讯网,0.8,0.1,0.05,0.025,0.025
31972,红塔证券,2.67亿!游族网络林奇子女遭红塔证券“追债” 后者回应违约...2021年11月5日? 中新经纬11月5日电 (林坚)游族网络董事长林奇去世时留下的一笔数额达2.3亿元的债务，在2021年10月被红塔证券诉至公堂。红塔证券要求林奇的子女偿还2.3亿元之余,11月5日,中新经纬,0.2,0.5,0.2,0.1,0
31973,红塔证券,红塔证券的“糟心”2020:遭一名股东“清仓”再有股东计划...对此减持原因，根据红塔证券2020年7月7日披露的《股东减持股份计划公告》，云南白药因自身资金需求，拟自 2020 年 7 月 28 日至 2021 年 1 月 23 日期间通过集中竞价方式或大宗交易方式减持股份不,7月7日,和讯网,0.2,0.6,0.1,0.05,0.05
31974,红塔证券,红塔证券解读制造业PMI重回扩张区间:传递五大点信号2021年11月30日? 红塔证券解读制造业PMI重回扩张区间：传递五大点信号 来源：金融界 文 |红塔证券 李奇霖 孙永乐 10月经济数据显示国内消费、制造业投资、工业增加值等指标都,11月30日,金融界,0.05,0.1,0.7,0.1,0.05
31975,红塔证券,红塔证券“超越者杯”首届私募基金实盘 交易大赛第二季榜...2021年5月31日? 由红塔证券联合红塔期货、红正均方投资、红塔红土基金、深圳市红 塔资产管理以及证券时报、朝阳永续联袂打造的红塔证券“超越者杯”首届私募基金实盘交易大赛正在火热进行中！本次,5月31日,人民资讯,0.05,0.15,0.6,0.15,0.05
31976,红塔证券,"红塔证券“踩雷”永煤债,投资成本6亿元,5.25亿元还未收回 ...2021年1月14日? 今日，红塔证券披露了配股申请文件反馈意见的回复。《每日经济新闻》记者注意到一个细节，即红塔证券自营投资踩雷永煤债。据披露，红塔证券持有的“20永煤SCP0",1月14日,每日经济新闻,0.3,0.5,0.1,0.05,0.05
31977,红塔证券,下半年三大考如何突围?这家网红券商营收超利润五倍 期货业...2021年8月31日? 摘要：面对信用业务和证券投资业务出现收入下滑，红塔证券向《华夏时报》解释称，是因为公司为了进一步加强风险管理，对信用业务、证券投资业务进行了结构性调整；基金管理收入下降,8月31日,百家号,0,0,0.3,0.6,0.1
31978,红塔证券,红塔证券80亿元配股:40亿元用于FICC业务 分类评级下调需注...2021年7月30日? 近日，红塔证券发布配股说明书，80亿元配股将正式启动。公告显示，公司将以7月26日收市后A股总股本36.33亿股为基数，以每10股配售3股的比例向全体A股股东配售，共计可配售股份数量,7月30日,面包财经,0.1,0.6,0.3,0,0
31979,红塔证券,"红塔证券解读碳减排支持工具:过去信用创造靠地产,未来信用...2021年11月9日? 文|红塔证券 李奇霖 孙永乐 殷越? 11月8号晚间,央行推出了碳减排支持工具。 碳减排支持工具不仅仅是多增了一个新的基础货币投放机制而已,我们需要站在一个更大的视角,从中国货币-信",11月9日,金融界,0,0,0.3,0.6,0.1
31980,红塔证券,"追讨2.67亿融资债务,红塔证券起诉游族网络林奇三名未成年...2021年11月5日? 本文共2450字阅读完约6分钟金融投资报记者 张璐璇近日，上市公司游族网络（002174）原实控人林奇的三名未成年子女被红塔证券（601236）告上了法庭，要求其偿还",11月5日,金融投资报,0.1,0.6,0.3,0,0
31981,红塔证券,"又一券商并掉零售与网金业务,成立财管中心,增设金融创新部...2021年8月27日? 财联社（深圳，记者 邹晨辉）讯， 红塔证券最新发布半年报显示，公司在营收同比增超70%的情况下，净利却同比下滑。根据红塔证券最新半年报，上半年公司实现营收41.84亿元，同比增长",8月27日,财联社,0.05,0.05,0.8,0.05,0.05
31982,红塔证券,红塔证券股份有限公司第七届董事会第一次会议决议公告 - ...2021年6月18日? 红塔证券股份有限公司(以下简称“公司”)第七届董事会第一次会议通知和议案于2021年6月17日以电子邮件方式发出，全体董事一致同意豁免本次会议的通知期限。全体董事一致推举董事李,6月18日,人民资讯,0,0,0.8,0.15,0.05
31983,红塔证券,"红塔证券追讨2.6亿债务,游族网络林奇三名子女成被告2021年11月4日? 11月3日晚间，红塔证券（601236.SH）发布公告称，公司已于10月向法院提起诉讼，对象为原游族网络（002174.SZ）实控人林奇的三位子女林小溪、林芮璟、林漓（下",11月4日,新浪财经,0.1,0.6,0.3,0,0
31984,红塔证券,"2.67亿!红塔证券向林奇子女“追债”,发生了什么?游族网络...2021年11月5日? 2.67亿！红塔证券向林奇子女“追债”，发生了什么？游族网络股权转让尚未有进展 来源：券商中国 A股市场正在上演“父债子还”的一幕。由于截至起诉日，原游族网络控股股东、实际控",11月5日,新浪财经,0.1,0.6,0.3,0,0
31985,红塔证券,红塔证券:向原游族网络实控人林奇子女提起诉讼11月3日晚间，红塔证券公告，向原游族网络实控人林奇子女提起诉讼。公告称，2020年10月14日，林奇从原告处获得融资借款人民币2.3亿元，林奇死亡后，林奇持有的游族网络股票由,11月3日,百家号,0.1,0.6,0.3,0,0
31986,红塔证券,(证券之星)红塔证券董秘回复:中国烟草总公司系本公司实际...红塔证券(601236)12月03日在投资者关系平台上答复了投资者关心的问题。投资者：请董秘看一下陕西金叶等与烟草相关的上市公司，都已经翻倍了！贵公司是全国烟草基地，也是最大,12月3日,证券之星,0,0,0.9,0.1,0
31987,红塔证券,红塔证券起诉原实控人三子女 索赔2.6亿利息算法存疑2021年11月5日? 11月3日，红塔证券（601236.SH）发布诉讼公告，在公告中，红塔证券状告游族网络已逝实控人林奇三位子女，要求其偿还2.67亿元的债务。公告称，2020年10月14日，,11月5日,湖北长江商报,0.1,0.6,0.3,0,0
31988,红塔证券,"红塔证券向原游族网络实控人林奇子女提起诉讼,涉诉金额2.6...2021年11月3日? 11月3日晚间，红塔证券股份有限公司（下称“红塔证券”）发布《关于公司涉及诉讼的公告》。公告称，2020年10月14日，原游族网络股份有限公司（下称“游族网络”）控股股东、实控人",11月3日,市界观察,0.1,0.3,0.4,0.1,0.1
31989,红塔证券,遗产大幅缩水!红塔证券起诉游族网络林奇三名子女偿还债务2021年11月3日? 11月3日，红塔证券发布公告称，公司已起诉游族网络前实控人林奇的三名子女，要求其偿还此前林奇的融资借款2.3亿元。截至本案起诉之日，三名被告未进行偿还。红,11月3日,新浪财经,0.6,0.2,0.1,0.05,0.05
31990,红塔证券,红塔证券聘任沈春晖为公司总裁 - 和讯网6月18日，红塔证券公告称，红塔证券股份有限公司于2021年6月17日召开了公司第七届董事会第一次会议，会议审议通过了《关于董事长提名聘任公司总裁等高级管理人员的议案》，聘,6月18日,和讯网,0,0,0.8,0.15,0.05
31991,红塔证券,"红塔证券追讨2.6亿债务,游族网络林奇三名子女成被告2021年11月4日? 11月3日晚间,红塔证券(601236.SH)发布公告称,公司已于10月向法院提起诉讼,对象为原游族网络(002174.SZ)实控人林奇的三位子女林小溪、林芮璟、林漓(下称“三被",11月4日,第一财经,0.7,0.2,0.1,0,0
31992,红塔证券,"红塔证券追讨2.67亿融资欠款,游族网络原实控人林奇三子女...2021年11月5日? 11月3日，红塔证券(601236.SH)披露，公司就股权质押回购交易事宜对游族网络原实际控制人继承人等提起诉讼。云南省昆明市中级人民法院予以立案受理。公告显示，2020年10月14日，游族",11月5日,界面新闻,0.1,0.6,0.3,0,0
31993,红塔证券,李石山接棒掌门人 红塔证券能否度过“多事之秋”? - 新浪...2021年1月27日? 1月25日，李剑波提交书面辞呈，申请辞去红塔证券第六届董事会董事、董事长职务，同时辞去第六届董事会发展战略委员会召集人和提名及薪酬委员会委员职务。26日晚，红塔证券（601236,1月27日,新浪财经,0.2,0.3,0.2,0.1,0.2
31994,红塔证券,"这家云南籍券商去年净利大增七成,今年以来股价却跌了20%,...2021年3月30日? 3月30日晚间，业绩一直起伏不定的云南籍券商红塔证券年报出炉。财报显示，红塔证券2020年实现营业收入55.85亿元，同比增长170.37%；归属于母公司股东的净利润14.13亿元，同比增长68",3月30日,界面新闻,0.1,0.6,0.3,0,0
31995,红塔证券,"红塔证券:前三季度净利润10.55亿元,同比增长14.15%2021年10月29日? 红塔证券：前三季度净利润10.55亿元，同比增长14.15% 10月28日，资本邦了解到，A股上市公司红塔证券（代码：601236.SH）发布2021年前三季度业绩报告。2021年1",10月29日,有连云,0,0,0.1,0.6,0.3
31996,红塔证券,红塔证券配股募资发展FICC、资本中介等业务 全面提升市场...2021年1月16日? 来源：证券时报网 1月14日晚间，红塔证券（601236）发布了《关于配股申请文件反馈意见回复的公告》，公司配股工作又向前迈出了坚实一步。为了进一步扩充净资本,1月16日,金融界,0,0,0.3,0.6,0.1
31997,红塔证券,2.67亿元!红塔证券起诉游族网络林奇三名子女偿还债务2021年11月4日? 11月3日晚，红塔证券（601236.SH）发布公告称，已起诉游族网络（002174.SZ）前实控人林奇的三名子女，要求其偿还此前林奇的融资借款本息2.67亿元。根据公告，2,11月4日,壹点一资讯,0.4,0.3,0.2,0.05,0.05
31998,红塔证券,"归母净利下降,公允价值变动收益为负!红塔证券业绩难言乐观...2021年9月29日? 红塔证券今年上半年归属于母公司股东的净利润同比降4.28%，重要原因之一是营收中的公允价值变动收益为-3.41亿元，同比由盈转亏 《投资时报》研究员?? 田文会 今年上半年，券商整体",9月29日,投资时报,0.6,0.2,0.1,0.05,0.05
31999,红塔证券,"2.67亿!红塔证券向林奇子女“追债”,发生了什么?游族网络...2021年11月5日? 2.67亿！红塔证券向林奇子女“追债”，发生了什么？游族网络股权转让尚未有进展 A股市场正在上演“父债子还”的一幕。由于截至起诉日，原游族网络控股股东、实",11月5日,证券时报,0.4,0.3,0.2,0.05,0.05
32000,红塔证券,红塔证券上市三年评级两度下降 80亿配股落地拟投五成加码F...2021年7月26日? 滇籍券商红塔证券（601236.SH）成为今年第二家配股落地的券商。7月21日晚，红塔证券宣布，公司拟按照每10股配售不超过3股的比例向全体股东配售，配股募资总额不超过80亿元，用于扩,7月26日,湖北长江商报,0.3,0.6,0.1,0,0
32001,红塔证券,红塔证券股东昆明产投质押所持9000万股 占公司总股本2.48%...2021年1月20日? 北京商报讯（记者 孟凡霞 刘宇阳）1月20日，红塔证券发布股份质押公告。公告内容显示，红塔证券于1月19日接到股东昆明产业开发投资有限责任公司（以下简称“昆,1月20日,北京商报,0.1,0.6,0.3,0,0
32002,红塔证券,红塔证券评级下降 上半年净利ROE双降员工总薪酬降19% - 金...2021年9月7日? 中国经济网北京9月7日讯近日，红塔证券（601236.SH）披露了2021年半年度报告。今年上半年，红塔证券实现营业总收入41.84亿元，同比增长70.37%；实现归属于母公,9月7日,金融界,0.3,0.25,0.2,0.15,0.1
32003,红塔证券,"红塔证券追讨2.6亿债务,游族网络林奇三名子女成被告2021年11月4日? 11月3日晚间,红塔证券(601236.SH)发布公告称,公司已于10月向法院提起诉讼,对象为原游族网络(002174.SZ)实控人林奇的三位子女林小溪、林芮璟、林漓(下称“三被告”),要求三人偿还融",11月4日,人民资讯,0.2,0.5,0.2,0.1,0
32004,红塔证券,红塔证券2020年报出炉:营收大增170% - 金融界2021年3月31日? 来源：证券时报网 3月31日红塔证券发布2020年年报，公司去年实现营业收入55.85亿元，同比大增170.37%。归属于母公司股东的净利润14.13亿元，同比增长68.72%。,3月31日,金融界,0,0,0,0.3,0.7
32005,红塔证券,偿债压力加大?红塔证券80亿配股获批 债券投资等风险曾遭问...2021年3月23日? 在公布配股方案近一年后，红塔证券终于拿到证监会的核准批复。2020年前三季度，该公司现金流已净流出逾10亿元，偿还债务支付的现金同比大增逾150%。配股获批前,3月23日,新浪财经,0.3,0.2,0.2,0.2,0.1
32006,红塔证券,"红塔证券换帅,60后李剑波辞职,70后李石山即将掌舵,新掌门...2021年1月26日? 红塔证券换帅，60后李剑波辞职，70后李石山即将掌舵，新掌门人来自云南中烟旗下投资公司 财联社（深圳，记者邹晨辉）讯，颇受券业关注的“券商新势力”红塔证",1月26日,财联社,0.05,0.1,0.75,0.05,0.05
32007,红塔证券,2.67亿元!红塔证券起诉游族网络林奇三名子女偿还债务2021年11月3日? 11月3日晚，红塔证券（601236.SH）发布公告称，已起诉游族网络（002174.SZ）前实控人林奇的三名子女，要求其偿还此前林奇的融资借款本息2.67亿元。根据公告，2020年10月14日，林奇,11月3日,红星新闻,0.1,0.3,0.4,0.1,0.1
32008,红塔证券,游族网络又摊上事了!原实控人林奇三子女被红塔证券追讨2.6...2021年11月5日? 根据红塔证券（601236）3日发布的诉讼公告，其状告游族网路已逝实控人林奇的三位未成年子女，要求偿还2.67亿元的债务。被要求偿还2.67亿元债务 红塔证券公告称，2020年10月14日，林,11月5日,百家号,0.3,0.25,0.2,0.15,0.1
32009,红塔证券,图解红塔证券三季报:第三季度单季净利润同比增113.86%红塔证券2021三季报显示，公司主营收入54.86亿元，同比上升62.74%；归母净利润10.55亿元，同比上升14.15%；扣非净利润10.4亿元，同比上升14.12%；其中2021年第三季度，公司单,,证券之星,0,0,0,0.3,0.7
32010,红塔证券,红塔证券:监事张宇春因工作需要辞职 - 界面新闻2021年9月2日? 红塔证券：监事张宇春因工作需要辞职 9月2日消息，红塔证券公告称，公司监事会于近日收到公司监事张宇春递交的书面辞职报告。因工作需要，张宇春申请辞去公司第,9月2日,百家号,0,0.1,0.8,0.05,0.05
